step,target_word,count,mean,std,min,25%,50%,75%,max
0,test,1.0,10.393325805664062,,10.393325805664062,10.393325805664062,10.393325805664062,10.393325805664062,10.393325805664062
0,this,1.0,11.44469928741455,,11.44469928741455,11.44469928741455,11.44469928741455,11.44469928741455,11.44469928741455
1,test,1.0,10.393325805664062,,10.393325805664062,10.393325805664062,10.393325805664062,10.393325805664062,10.393325805664062
1,this,1.0,11.44469928741455,,11.44469928741455,11.44469928741455,11.44469928741455,11.44469928741455,11.44469928741455
2,test,1.0,10.393455505371094,,10.393455505371094,10.393455505371094,10.393455505371094,10.393455505371094,10.393455505371094
2,this,1.0,11.444878578186035,,11.444878578186035,11.444878578186035,11.444878578186035,11.444878578186035,11.444878578186035
4,test,1.0,10.395500183105469,,10.395500183105469,10.395500183105469,10.395500183105469,10.395500183105469,10.395500183105469
4,this,1.0,11.448156356811523,,11.448156356811523,11.448156356811523,11.448156356811523,11.448156356811523,11.448156356811523
8,test,1.0,10.417970657348633,,10.417970657348633,10.417970657348633,10.417970657348633,10.417970657348633,10.417970657348633
8,this,1.0,11.488454818725586,,11.488454818725586,11.488454818725586,11.488454818725586,11.488454818725586,11.488454818725586
16,test,1.0,10.547200202941895,,10.547200202941895,10.547200202941895,10.547200202941895,10.547200202941895,10.547200202941895
16,this,1.0,11.621989250183105,,11.621989250183105,11.621989250183105,11.621989250183105,11.621989250183105,11.621989250183105
32,test,1.0,11.031190872192383,,11.031190872192383,11.031190872192383,11.031190872192383,11.031190872192383,11.031190872192383
32,this,1.0,11.677753448486328,,11.677753448486328,11.677753448486328,11.677753448486328,11.677753448486328,11.677753448486328
64,test,1.0,10.498517990112305,,10.498517990112305,10.498517990112305,10.498517990112305,10.498517990112305,10.498517990112305
64,this,1.0,10.997304916381836,,10.997304916381836,10.997304916381836,10.997304916381836,10.997304916381836,10.997304916381836
128,test,1.0,9.227849960327148,,9.227849960327148,9.227849960327148,9.227849960327148,9.227849960327148,9.227849960327148
128,this,1.0,9.06835651397705,,9.06835651397705,9.06835651397705,9.06835651397705,9.06835651397705,9.06835651397705
256,test,1.0,9.742006301879883,,9.742006301879883,9.742006301879883,9.742006301879883,9.742006301879883,9.742006301879883
256,this,1.0,10.149343490600586,,10.149343490600586,10.149343490600586,10.149343490600586,10.149343490600586,10.149343490600586
512,test,1.0,9.956260681152344,,9.956260681152344,9.956260681152344,9.956260681152344,9.956260681152344,9.956260681152344
512,this,1.0,10.964736938476562,,10.964736938476562,10.964736938476562,10.964736938476562,10.964736938476562,10.964736938476562
1000,test,1.0,11.517572402954102,,11.517572402954102,11.517572402954102,11.517572402954102,11.517572402954102,11.517572402954102
1000,this,1.0,11.49667739868164,,11.49667739868164,11.49667739868164,11.49667739868164,11.49667739868164,11.49667739868164
2000,test,1.0,9.850223541259766,,9.850223541259766,9.850223541259766,9.850223541259766,9.850223541259766,9.850223541259766
2000,this,1.0,10.611003875732422,,10.611003875732422,10.611003875732422,10.611003875732422,10.611003875732422,10.611003875732422
3000,test,1.0,9.871767044067383,,9.871767044067383,9.871767044067383,9.871767044067383,9.871767044067383,9.871767044067383
3000,this,1.0,10.742743492126465,,10.742743492126465,10.742743492126465,10.742743492126465,10.742743492126465,10.742743492126465
4000,test,1.0,10.781414031982422,,10.781414031982422,10.781414031982422,10.781414031982422,10.781414031982422,10.781414031982422
4000,this,1.0,10.680917739868164,,10.680917739868164,10.680917739868164,10.680917739868164,10.680917739868164,10.680917739868164
5000,test,1.0,12.023052215576172,,12.023052215576172,12.023052215576172,12.023052215576172,12.023052215576172,12.023052215576172
5000,this,1.0,11.61210823059082,,11.61210823059082,11.61210823059082,11.61210823059082,11.61210823059082,11.61210823059082
6000,test,1.0,12.578858375549316,,12.578858375549316,12.578858375549316,12.578858375549316,12.578858375549316,12.578858375549316
6000,this,1.0,12.317636489868164,,12.317636489868164,12.317636489868164,12.317636489868164,12.317636489868164,12.317636489868164
7000,test,1.0,10.015464782714844,,10.015464782714844,10.015464782714844,10.015464782714844,10.015464782714844,10.015464782714844
7000,this,1.0,12.062545776367188,,12.062545776367188,12.062545776367188,12.062545776367188,12.062545776367188,12.062545776367188
8000,test,1.0,10.85294246673584,,10.85294246673584,10.85294246673584,10.85294246673584,10.85294246673584,10.85294246673584
8000,this,1.0,13.034001350402832,,13.034001350402832,13.034001350402832,13.034001350402832,13.034001350402832,13.034001350402832
9000,test,1.0,9.164414405822754,,9.164414405822754,9.164414405822754,9.164414405822754,9.164414405822754,9.164414405822754
9000,this,1.0,12.968302726745605,,12.968302726745605,12.968302726745605,12.968302726745605,12.968302726745605,12.968302726745605
10000,test,1.0,10.801900863647461,,10.801900863647461,10.801900863647461,10.801900863647461,10.801900863647461,10.801900863647461
10000,this,1.0,12.456086158752441,,12.456086158752441,12.456086158752441,12.456086158752441,12.456086158752441,12.456086158752441
11000,test,1.0,9.185628890991211,,9.185628890991211,9.185628890991211,9.185628890991211,9.185628890991211,9.185628890991211
11000,this,1.0,11.00079345703125,,11.00079345703125,11.00079345703125,11.00079345703125,11.00079345703125,11.00079345703125
12000,test,1.0,9.101713180541992,,9.101713180541992,9.101713180541992,9.101713180541992,9.101713180541992,9.101713180541992
12000,this,1.0,10.525683403015137,,10.525683403015137,10.525683403015137,10.525683403015137,10.525683403015137,10.525683403015137
13000,test,1.0,8.564326286315918,,8.564326286315918,8.564326286315918,8.564326286315918,8.564326286315918,8.564326286315918
13000,this,1.0,10.034521102905273,,10.034521102905273,10.034521102905273,10.034521102905273,10.034521102905273,10.034521102905273
14000,test,1.0,11.623658180236816,,11.623658180236816,11.623658180236816,11.623658180236816,11.623658180236816,11.623658180236816
14000,this,1.0,11.842353820800781,,11.842353820800781,11.842353820800781,11.842353820800781,11.842353820800781,11.842353820800781
15000,test,1.0,11.119304656982422,,11.119304656982422,11.119304656982422,11.119304656982422,11.119304656982422,11.119304656982422
15000,this,1.0,11.92779541015625,,11.92779541015625,11.92779541015625,11.92779541015625,11.92779541015625,11.92779541015625
16000,test,1.0,13.10816478729248,,13.10816478729248,13.10816478729248,13.10816478729248,13.10816478729248,13.10816478729248
16000,this,1.0,13.987709045410156,,13.987709045410156,13.987709045410156,13.987709045410156,13.987709045410156,13.987709045410156
17000,test,1.0,12.869573593139648,,12.869573593139648,12.869573593139648,12.869573593139648,12.869573593139648,12.869573593139648
17000,this,1.0,13.197921752929688,,13.197921752929688,13.197921752929688,13.197921752929688,13.197921752929688,13.197921752929688
18000,test,1.0,12.56982135772705,,12.56982135772705,12.56982135772705,12.56982135772705,12.56982135772705,12.56982135772705
18000,this,1.0,13.791463851928711,,13.791463851928711,13.791463851928711,13.791463851928711,13.791463851928711,13.791463851928711
19000,test,1.0,11.85759449005127,,11.85759449005127,11.85759449005127,11.85759449005127,11.85759449005127,11.85759449005127
19000,this,1.0,13.467718124389648,,13.467718124389648,13.467718124389648,13.467718124389648,13.467718124389648,13.467718124389648
20000,test,1.0,13.100842475891113,,13.100842475891113,13.100842475891113,13.100842475891113,13.100842475891113,13.100842475891113
20000,this,1.0,13.10497760772705,,13.10497760772705,13.10497760772705,13.10497760772705,13.10497760772705,13.10497760772705
21000,test,1.0,11.6336088180542,,11.6336088180542,11.6336088180542,11.6336088180542,11.6336088180542,11.6336088180542
21000,this,1.0,13.322463035583496,,13.322463035583496,13.322463035583496,13.322463035583496,13.322463035583496,13.322463035583496
22000,test,1.0,10.030721664428711,,10.030721664428711,10.030721664428711,10.030721664428711,10.030721664428711,10.030721664428711
22000,this,1.0,11.577089309692383,,11.577089309692383,11.577089309692383,11.577089309692383,11.577089309692383,11.577089309692383
23000,test,1.0,11.40546989440918,,11.40546989440918,11.40546989440918,11.40546989440918,11.40546989440918,11.40546989440918
23000,this,1.0,13.362869262695312,,13.362869262695312,13.362869262695312,13.362869262695312,13.362869262695312,13.362869262695312
24000,test,1.0,10.968249320983887,,10.968249320983887,10.968249320983887,10.968249320983887,10.968249320983887,10.968249320983887
24000,this,1.0,12.764437675476074,,12.764437675476074,12.764437675476074,12.764437675476074,12.764437675476074,12.764437675476074
25000,test,1.0,9.221161842346191,,9.221161842346191,9.221161842346191,9.221161842346191,9.221161842346191,9.221161842346191
25000,this,1.0,10.213167190551758,,10.213167190551758,10.213167190551758,10.213167190551758,10.213167190551758,10.213167190551758
26000,test,1.0,9.83041763305664,,9.83041763305664,9.83041763305664,9.83041763305664,9.83041763305664,9.83041763305664
26000,this,1.0,10.919240951538086,,10.919240951538086,10.919240951538086,10.919240951538086,10.919240951538086,10.919240951538086
27000,test,1.0,11.177204132080078,,11.177204132080078,11.177204132080078,11.177204132080078,11.177204132080078,11.177204132080078
27000,this,1.0,10.10232925415039,,10.10232925415039,10.10232925415039,10.10232925415039,10.10232925415039,10.10232925415039
28000,test,1.0,11.206079483032227,,11.206079483032227,11.206079483032227,11.206079483032227,11.206079483032227,11.206079483032227
28000,this,1.0,10.645910263061523,,10.645910263061523,10.645910263061523,10.645910263061523,10.645910263061523,10.645910263061523
29000,test,1.0,10.038955688476562,,10.038955688476562,10.038955688476562,10.038955688476562,10.038955688476562,10.038955688476562
29000,this,1.0,9.535417556762695,,9.535417556762695,9.535417556762695,9.535417556762695,9.535417556762695,9.535417556762695
30000,test,1.0,11.138446807861328,,11.138446807861328,11.138446807861328,11.138446807861328,11.138446807861328,11.138446807861328
30000,this,1.0,12.843470573425293,,12.843470573425293,12.843470573425293,12.843470573425293,12.843470573425293,12.843470573425293
31000,test,1.0,9.999811172485352,,9.999811172485352,9.999811172485352,9.999811172485352,9.999811172485352,9.999811172485352
31000,this,1.0,11.786232948303223,,11.786232948303223,11.786232948303223,11.786232948303223,11.786232948303223,11.786232948303223
32000,test,1.0,11.211344718933105,,11.211344718933105,11.211344718933105,11.211344718933105,11.211344718933105,11.211344718933105
32000,this,1.0,11.086160659790039,,11.086160659790039,11.086160659790039,11.086160659790039,11.086160659790039,11.086160659790039
33000,test,1.0,11.815978050231934,,11.815978050231934,11.815978050231934,11.815978050231934,11.815978050231934,11.815978050231934
33000,this,1.0,12.173551559448242,,12.173551559448242,12.173551559448242,12.173551559448242,12.173551559448242,12.173551559448242
34000,test,1.0,12.656169891357422,,12.656169891357422,12.656169891357422,12.656169891357422,12.656169891357422,12.656169891357422
34000,this,1.0,12.385808944702148,,12.385808944702148,12.385808944702148,12.385808944702148,12.385808944702148,12.385808944702148
35000,test,1.0,11.00546646118164,,11.00546646118164,11.00546646118164,11.00546646118164,11.00546646118164,11.00546646118164
35000,this,1.0,10.595705032348633,,10.595705032348633,10.595705032348633,10.595705032348633,10.595705032348633,10.595705032348633
36000,test,1.0,10.944403648376465,,10.944403648376465,10.944403648376465,10.944403648376465,10.944403648376465,10.944403648376465
36000,this,1.0,11.788690567016602,,11.788690567016602,11.788690567016602,11.788690567016602,11.788690567016602,11.788690567016602
37000,test,1.0,10.630683898925781,,10.630683898925781,10.630683898925781,10.630683898925781,10.630683898925781,10.630683898925781
37000,this,1.0,11.621103286743164,,11.621103286743164,11.621103286743164,11.621103286743164,11.621103286743164,11.621103286743164
38000,test,1.0,18.036584854125977,,18.036584854125977,18.036584854125977,18.036584854125977,18.036584854125977,18.036584854125977
38000,this,1.0,18.272567749023438,,18.272567749023438,18.272567749023438,18.272567749023438,18.272567749023438,18.272567749023438
39000,test,1.0,13.131269454956055,,13.131269454956055,13.131269454956055,13.131269454956055,13.131269454956055,13.131269454956055
39000,this,1.0,12.606595993041992,,12.606595993041992,12.606595993041992,12.606595993041992,12.606595993041992,12.606595993041992
40000,test,1.0,11.122077941894531,,11.122077941894531,11.122077941894531,11.122077941894531,11.122077941894531,11.122077941894531
40000,this,1.0,10.012643814086914,,10.012643814086914,10.012643814086914,10.012643814086914,10.012643814086914,10.012643814086914
41000,test,1.0,10.551970481872559,,10.551970481872559,10.551970481872559,10.551970481872559,10.551970481872559,10.551970481872559
41000,this,1.0,10.56247615814209,,10.56247615814209,10.56247615814209,10.56247615814209,10.56247615814209,10.56247615814209
42000,test,1.0,11.863824844360352,,11.863824844360352,11.863824844360352,11.863824844360352,11.863824844360352,11.863824844360352
42000,this,1.0,10.143335342407227,,10.143335342407227,10.143335342407227,10.143335342407227,10.143335342407227,10.143335342407227
43000,test,1.0,12.100639343261719,,12.100639343261719,12.100639343261719,12.100639343261719,12.100639343261719,12.100639343261719
43000,this,1.0,12.2160005569458,,12.2160005569458,12.2160005569458,12.2160005569458,12.2160005569458,12.2160005569458
44000,test,1.0,10.11392879486084,,10.11392879486084,10.11392879486084,10.11392879486084,10.11392879486084,10.11392879486084
44000,this,1.0,12.819259643554688,,12.819259643554688,12.819259643554688,12.819259643554688,12.819259643554688,12.819259643554688
45000,test,1.0,11.635725975036621,,11.635725975036621,11.635725975036621,11.635725975036621,11.635725975036621,11.635725975036621
45000,this,1.0,14.10341739654541,,14.10341739654541,14.10341739654541,14.10341739654541,14.10341739654541,14.10341739654541
46000,test,1.0,11.011146545410156,,11.011146545410156,11.011146545410156,11.011146545410156,11.011146545410156,11.011146545410156
46000,this,1.0,13.210955619812012,,13.210955619812012,13.210955619812012,13.210955619812012,13.210955619812012,13.210955619812012
47000,test,1.0,12.479066848754883,,12.479066848754883,12.479066848754883,12.479066848754883,12.479066848754883,12.479066848754883
47000,this,1.0,13.86337947845459,,13.86337947845459,13.86337947845459,13.86337947845459,13.86337947845459,13.86337947845459
48000,test,1.0,11.326663970947266,,11.326663970947266,11.326663970947266,11.326663970947266,11.326663970947266,11.326663970947266
48000,this,1.0,13.725236892700195,,13.725236892700195,13.725236892700195,13.725236892700195,13.725236892700195,13.725236892700195
49000,test,1.0,11.273741722106934,,11.273741722106934,11.273741722106934,11.273741722106934,11.273741722106934,11.273741722106934
49000,this,1.0,14.361441612243652,,14.361441612243652,14.361441612243652,14.361441612243652,14.361441612243652,14.361441612243652
50000,test,1.0,11.7405424118042,,11.7405424118042,11.7405424118042,11.7405424118042,11.7405424118042,11.7405424118042
50000,this,1.0,14.29960823059082,,14.29960823059082,14.29960823059082,14.29960823059082,14.29960823059082,14.29960823059082
51000,test,1.0,12.098858833312988,,12.098858833312988,12.098858833312988,12.098858833312988,12.098858833312988,12.098858833312988
51000,this,1.0,12.385466575622559,,12.385466575622559,12.385466575622559,12.385466575622559,12.385466575622559,12.385466575622559
52000,test,1.0,7.367472171783447,,7.367472171783447,7.367472171783447,7.367472171783447,7.367472171783447,7.367472171783447
52000,this,1.0,9.6878662109375,,9.6878662109375,9.6878662109375,9.6878662109375,9.6878662109375,9.6878662109375
53000,test,1.0,12.29853343963623,,12.29853343963623,12.29853343963623,12.29853343963623,12.29853343963623,12.29853343963623
53000,this,1.0,11.967506408691406,,11.967506408691406,11.967506408691406,11.967506408691406,11.967506408691406,11.967506408691406
54000,test,1.0,8.459938049316406,,8.459938049316406,8.459938049316406,8.459938049316406,8.459938049316406,8.459938049316406
54000,this,1.0,10.254030227661133,,10.254030227661133,10.254030227661133,10.254030227661133,10.254030227661133,10.254030227661133
55000,test,1.0,8.129734992980957,,8.129734992980957,8.129734992980957,8.129734992980957,8.129734992980957,8.129734992980957
55000,this,1.0,9.743391990661621,,9.743391990661621,9.743391990661621,9.743391990661621,9.743391990661621,9.743391990661621
56000,test,1.0,8.95716381072998,,8.95716381072998,8.95716381072998,8.95716381072998,8.95716381072998,8.95716381072998
56000,this,1.0,9.901084899902344,,9.901084899902344,9.901084899902344,9.901084899902344,9.901084899902344,9.901084899902344
57000,test,1.0,8.202360153198242,,8.202360153198242,8.202360153198242,8.202360153198242,8.202360153198242,8.202360153198242
57000,this,1.0,9.06473159790039,,9.06473159790039,9.06473159790039,9.06473159790039,9.06473159790039,9.06473159790039
58000,test,1.0,10.206006050109863,,10.206006050109863,10.206006050109863,10.206006050109863,10.206006050109863,10.206006050109863
58000,this,1.0,11.119665145874023,,11.119665145874023,11.119665145874023,11.119665145874023,11.119665145874023,11.119665145874023
59000,test,1.0,10.639878273010254,,10.639878273010254,10.639878273010254,10.639878273010254,10.639878273010254,10.639878273010254
59000,this,1.0,12.020068168640137,,12.020068168640137,12.020068168640137,12.020068168640137,12.020068168640137,12.020068168640137
60000,test,1.0,11.187926292419434,,11.187926292419434,11.187926292419434,11.187926292419434,11.187926292419434,11.187926292419434
60000,this,1.0,13.200400352478027,,13.200400352478027,13.200400352478027,13.200400352478027,13.200400352478027,13.200400352478027
61000,test,1.0,11.799373626708984,,11.799373626708984,11.799373626708984,11.799373626708984,11.799373626708984,11.799373626708984
61000,this,1.0,13.320453643798828,,13.320453643798828,13.320453643798828,13.320453643798828,13.320453643798828,13.320453643798828
62000,test,1.0,11.965950965881348,,11.965950965881348,11.965950965881348,11.965950965881348,11.965950965881348,11.965950965881348
62000,this,1.0,14.005154609680176,,14.005154609680176,14.005154609680176,14.005154609680176,14.005154609680176,14.005154609680176
63000,test,1.0,11.423981666564941,,11.423981666564941,11.423981666564941,11.423981666564941,11.423981666564941,11.423981666564941
63000,this,1.0,12.612908363342285,,12.612908363342285,12.612908363342285,12.612908363342285,12.612908363342285,12.612908363342285
64000,test,1.0,11.062103271484375,,11.062103271484375,11.062103271484375,11.062103271484375,11.062103271484375,11.062103271484375
64000,this,1.0,13.633426666259766,,13.633426666259766,13.633426666259766,13.633426666259766,13.633426666259766,13.633426666259766
65000,test,1.0,9.693550109863281,,9.693550109863281,9.693550109863281,9.693550109863281,9.693550109863281,9.693550109863281
65000,this,1.0,13.677989959716797,,13.677989959716797,13.677989959716797,13.677989959716797,13.677989959716797,13.677989959716797
66000,test,1.0,9.42705249786377,,9.42705249786377,9.42705249786377,9.42705249786377,9.42705249786377,9.42705249786377
66000,this,1.0,13.566033363342285,,13.566033363342285,13.566033363342285,13.566033363342285,13.566033363342285,13.566033363342285
